Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Difference,Amount Differences
2007011018529,2007-01-04 00:00:00,2006-12-22 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,20.0,Denied,0.0,Deny,13.0,20.0
2010100776766,2010-09-30 00:00:00,2010-08-12 00:00:00,ORD,Chicago O'Hare International Airport,,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,Deny,,,49.0,
2006061608105,2006-06-15 00:00:00,2006-06-05 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,166.98,Settled,83.49,Settle,10.0,83.49
2015122127745,2015-12-21 00:00:00,2015-12-06 00:00:00,DAL,Dallas Love Field,Virgin America,Passenger Property Loss,Checked Baggage,Jewelry & Watches,,,,,15.0,
2013111509406,2013-11-15 00:00:00,2013-10-11 00:00:00,YKM,Yakima Air Terminal-Mcallister,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,,,,,,35.0,
0223227M,2004-02-23 00:00:00,2003-12-23 00:00:00,MCO,Orlando International Airport,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,49.99,Approved,49.99,Approve in Full,62.0,0.0
0610115L,2003-06-10 00:00:00,2003-04-12 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,878.71,Denied,0.0,Deny,59.0,878.71
2015062923513,2015-06-22 00:00:00,2015-06-20 00:00:00,LAS,McCarran International,,Passenger Property Loss,Checkpoint,Personal Accessories,158.93,Approve in Full,,,2.0,
2009031256174,2009-02-24 00:00:00,2009-01-11 00:00:00,OMA,Eppley Airfield,Frontier Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,767.17,Denied,0.0,Deny,44.0,767.17
2008012438524,2008-01-17 00:00:00,2008-01-05 00:00:00,LAX,Los Angeles International Airport,,Property Damage,Checkpoint,DVD/CD Players,224.99,Approved,224.99,Approve in Full,12.0,0.0
2007011919055,2007-01-11 00:00:00,2006-12-21 00:00:00,RSW,Southwest Florida International,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,160.0,Denied,0.0,Deny,21.0,160.0
2006032203562,2006-03-20 00:00:00,2006-03-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,12675.0,Canceled,0.0,,11.0,12675.0
2005042183009,2005-04-19 00:00:00,2005-03-15 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cell Phones,40.0,Approved,40.0,Approve in Full,35.0,0.0
2012012690465,2011-12-28 00:00:00,2011-11-19 10:15:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny,,,38.0,
2010081374774,2010-08-10 00:00:00,2010-07-30 10:45:00,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,40.0,Approve in Full,,,10.0,
0625228M,2003-06-25 00:00:00,2003-05-12 00:00:00,,,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,29.99,Approved,29.99,Approve in Full,44.0,0.0
2014120818960,2014-11-24 00:00:00,2013-03-26 00:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,,,,,608.0,
2008111852375,2008-11-03 00:00:00,2008-10-18 00:00:00,MHT,Manchester Regional Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Approved,60.0,Approve in Full,16.0,0.0
2005012874743,2005-01-11 00:00:00,2005-01-03 00:00:00,LGA,LaGuardia,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),93.72,Denied,0.0,Deny,8.0,93.72
0204045L,2003-02-04 00:00:00,2003-01-04 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,,Passenger Property Loss,Checked Baggage,Other,40.0,Approved,40.0,Approve in Full,31.0,0.0
2007042524486,2007-04-19 00:00:00,2007-03-17 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,71.12,Settled,35.56,Settle,33.0,35.56
2012051093806,2012-04-17 00:00:00,2012-02-28 00:00:00,DAL,Dallas Love Field,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,0.0,Deny,,,49.0,
2013081005811,2013-07-05 00:00:00,2013-06-30 19:41:00,LIH,Lihue Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor,0.0,Deny,,,4.0,
2014120118740,2014-11-21 00:00:00,2014-09-27 00:00:00,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,,,,,55.0,
2008062446049,2008-06-16 00:00:00,2008-05-31 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,36.0,Denied,0.0,Deny,16.0,36.0
0904027M,2003-09-04 00:00:00,2003-06-15 00:00:00,SMF,Sacramento International Airport,,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Denied,0.0,Deny,81.0,75.0
2004103166007,2004-09-16 00:00:00,2004-08-25 00:00:00,ANC,Ted Stevens Anchorage International Airport,,Passenger Property Loss,Checked Baggage,DVD/CD Players,686.99,Denied,0.0,Deny,22.0,686.99
2012071195211,2012-06-28 00:00:00,2012-03-22 00:00:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checkpoint,Clothing,0.0,Deny,,,98.0,
2004051351585,2004-05-10 00:00:00,2004-04-30 00:00:00,SAV,Savannah International,USAir,Passenger Property Loss,Checked Baggage,Computer - Laptop,1499.99,Canceled,0.0,,10.0,1499.99
2008110652037,2008-12-15 00:00:00,2008-10-26 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,541.25,Settled,500.0,Settle,50.0,41.25
2014112618653,2014-11-24 00:00:00,2014-10-20 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,,,,,,35.0,
0626027M,2003-06-26 00:00:00,2003-06-14 00:00:00,SMF,Sacramento International Airport,,Passenger Property Loss,Checked Baggage,Other,35.0,Approved,35.0,Approve in Full,12.0,0.0
2007022621553,2007-02-26 00:00:00,2007-01-27 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,75.76,Approved,75.76,Approve in Full,30.0,0.0
2008111752269,2008-11-10 00:00:00,2008-11-03 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),218.99,Denied,0.0,Deny,7.0,218.99
0609121L,2003-06-09 00:00:00,2003-05-10 00:00:00,,,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,30.0,
2013050103441,2013-04-09 00:00:00,2013-03-20 14:30:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Other,450.0,Approve in Full,,,19.0,
2007072729158,2007-07-24 00:00:00,2007-07-21 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,99.99,Denied,0.0,Deny,3.0,99.99
2006062308458,2006-06-23 00:00:00,2006-06-08 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; MP3 Players-(iPods; etc),540.88,Settled,270.44,Settle,15.0,270.44
0825052M,2003-08-25 00:00:00,2003-08-27 00:00:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Other,34.95,Approved,34.95,Approve in Full,-2.0,0.0
2005040681705,2005-04-04 00:00:00,2004-12-17 00:00:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Approved,50.0,Approve in Full,108.0,0.0
2006040403983,2006-03-24 00:00:00,2006-03-12 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry - Fine,8825.0,Denied,0.0,Deny,12.0,8825.0
2014043013639,2014-04-28 00:00:00,2014-04-12 00:00:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Medical/Science,0.0,Deny,,,16.0,
2005031778618,2005-02-24 00:00:00,2005-02-10 00:00:00,IAD,Washington Dulles International,,Passenger Property Loss,Checked Baggage,Jewelry - Fine,700.0,Settled,307.65,Settle,14.0,392.35
2006022402103,2006-02-21 00:00:00,2006-01-20 00:00:00,DEN,Denver International Airport,America West,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,281.0,Settled,206.0,Settle,32.0,75.0
2004122069492,2004-10-28 00:00:00,2004-10-08 00:00:00,MSY,New Orleans International,Continental Airlines,,Checked Baggage,Locks,49.95,Denied,,Deny,20.0,
2008091549952,2008-09-12 00:00:00,2008-09-07 00:00:00,BHM,Birmingham International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Denied,0.0,Deny,5.0,120.0
2007073029359,2007-07-27 00:00:00,2007-07-20 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clocks - Inexpensive ($75.00 or less),280.0,Denied,0.0,Deny,7.0,280.0
1222196M,2003-12-22 00:00:00,2003-10-15 00:00:00,PHX,Phoenix Sky Harbor International,,Property Damage,Checked Baggage,Other,19.95,Approved,19.95,Approve in Full,68.0,0.0
2009080662383,2009-08-05 00:00:00,2009-07-18 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Medicines,148.0,Denied,0.0,Deny,18.0,148.0
2013010399499,2012-11-21 00:00:00,2012-09-29 00:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny,,,53.0,
0320000L,2003-03-20 00:00:00,2003-02-08 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,900.0,Denied,0.0,Deny,40.0,900.0
2010051871910,2010-05-12 00:00:00,2010-05-11 08:20:00,STL,Lambert St. Louis International,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0.0,Deny,,,0.0,
2004060254362,2004-05-03 00:00:00,2004-03-26 00:00:00,RSW,Southwest Florida International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,38.0,0.0
2011101487883,2011-09-19 00:00:00,2011-08-20 00:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Personal Accessories; Personal Accessories; Travel Accessories,0.0,Deny,,,30.0,
2012082896243,2012-08-28 00:00:00,2012-06-27 09:00:00,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny,,,61.0,
2004062957767,2004-06-08 00:00:00,2004-04-20 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,81.2,Approved,81.2,Approve in Full,49.0,0.0
2005012774637,2005-01-10 00:00:00,2004-12-20 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,850.0,Denied,0.0,Deny,21.0,850.0
2007082931104,2007-08-27 00:00:00,2006-04-01 00:00:00,RSW,Southwest Florida International,Northwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),169.6,Approved,169.6,Approve in Full,513.0,0.0
0224053L,2003-02-24 00:00:00,2002-10-20 00:00:00,DFW,Dallas-Fort Worth International Airport,,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),70.0,Approved,70.0,Approve in Full,127.0,0.0
2007072328878,2007-07-19 00:00:00,2007-07-03 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Jewelry - Fine,1250.46,Denied,0.0,Deny,16.0,1250.46
2008011537905,2008-01-07 00:00:00,2007-11-27 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses),61.05,Denied,0.0,Deny,41.0,61.05
2006050905773,2006-05-04 00:00:00,2006-04-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Toys - Other (including games; toys; play dolls etc.),114.24,Denied,0.0,Deny,25.0,114.24
2008043043636,2008-04-25 00:00:00,2008-01-02 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,8550.0,Denied,0.0,Deny,114.0,8550.0
2008120153006,2008-11-20 00:00:00,2008-11-12 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,20.0,Denied,0.0,Deny,8.0,20.0
2005063087931,2005-06-23 00:00:00,2005-06-16 00:00:00,LAS,McCarran International,American West,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,45.04,Approved,45.04,Approve in Full,7.0,0.0
2014101017576,2014-10-02 00:00:00,2014-07-17 00:00:00,SHV,Shreveport Regional,UAL  ,Property Damage,Checkpoint,Personal Accessories,,,,,77.0,
2007051425359,2007-05-11 00:00:00,2007-05-05 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers); Other,4968.37,Denied,0.0,Deny,6.0,4968.37
2005011273515,2004-12-22 00:00:00,2004-12-17 00:00:00,MSN,Dane County Regional (Madison),,,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,89.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,,5.0,
0105273M,2004-01-05 00:00:00,2003-12-02 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,34.0,150.0
2013111009065,2013-11-04 00:00:00,2013-10-30 06:30:00,DEN,Denver International Airport ,Air Canada,Passenger Property Loss,Checked Baggage,Jewelry & Watches,,,,,4.0,
2009022055668,2009-02-06 00:00:00,2009-01-23 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),779.34,Denied,0.0,Deny,14.0,779.34
2005101394492,2005-10-05 00:00:00,2005-08-31 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Other,216.0,Denied,0.0,Deny,35.0,216.0
0416079L,2003-04-16 00:00:00,2003-03-20 00:00:00,BDL,Bradley International Airport,,Passenger Property Loss,Checked Baggage,Jewelry - Fine,35.0,Approved,35.0,Approve in Full,27.0,0.0
2014020311382,2014-01-27 00:00:00,2014-01-04 00:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny,,,23.0,
2014012210998,2014-01-15 00:00:00,2014-01-01 00:00:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Household Items,0.0,Deny,,,14.0,
0822041M,2003-08-22 00:00:00,2003-07-20 00:00:00,MHT,Manchester Regional Airport,,Property Damage,Checked Baggage,Locks,250.0,Denied,0.0,Deny,33.0,250.0
2011051883514,2011-05-09 00:00:00,2011-04-08 00:00:00,JFK,John F. Kennedy International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Other,531.51,Settle,,,31.0,
2007121036277,2007-12-05 00:00:00,2007-11-23 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),151.54,Denied,0.0,Deny,12.0,151.54
0506057L,2003-05-06 00:00:00,2003-04-25 00:00:00,LAX,Los Angeles International Airport,,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1580.0,Denied,0.0,Deny,11.0,1580.0
2007072529017,2007-07-20 00:00:00,2007-05-29 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),79.99,Settled,50.0,Settle,52.0,29.989999999999995
2007092732635,2007-09-24 00:00:00,2007-09-17 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency,420.0,Denied,0.0,Deny,7.0,420.0
2007080129476,2007-07-30 00:00:00,2007-06-19 00:00:00,MCO,Orlando International Airport,,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),45.0,Denied,0.0,Deny,41.0,45.0
2005011173392,2004-12-21 00:00:00,2004-08-21 00:00:00,LAX,Los Angeles International Airport,,Property Damage,Checkpoint,Computer - Laptop,5313.0,Settled,1722.02,Settle,122.0,3590.98
2007071128103,2007-06-29 00:00:00,2007-06-11 00:00:00,PIT,Pittsburgh International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,59.0,Denied,0.0,Deny,18.0,59.0
2009122266729,2009-12-17 00:00:00,2009-12-16 10:00:00,BUR,Bob Hope,Alaska Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,175.0,Canceled,,,0.0,
0203092M,2004-02-03 00:00:00,2003-12-22 00:00:00,,,Delta Air Lines,,Checked Baggage,Cameras - Digital,184.57,Approved,184.57,Approve in Full,43.0,0.0
2007052225808,2007-05-21 00:00:00,2007-05-12 00:00:00,HNL,Honolulu International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,603.0,Denied,0.0,Deny,9.0,603.0
0721073M,2003-07-21 00:00:00,2003-06-05 00:00:00,LAX,Los Angeles International Airport,,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1465.5,Approved,1465.0,Approve in Full,46.0,0.5
2007101833604,2007-10-10 00:00:00,2007-09-18 00:00:00,DFW,Dallas-Fort Worth International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,770.0,Denied,0.0,Deny,22.0,770.0
2013102908170,2013-10-03 00:00:00,2013-09-22 06:10:00,IAH,Houston - George Bush Intercontinental Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,,,,,10.0,
1222347M,2003-12-22 00:00:00,2003-11-29 00:00:00,MCO,Orlando International Airport,,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,23.0,0.0
0224065L,2003-02-24 00:00:00,2003-01-01 00:00:00,SGF,Springfield-Branson National Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),149.0,Denied,0.0,Deny,54.0,149.0
2008030740603,2008-02-27 00:00:00,2008-12-16 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5200.0,Denied,0.0,Deny,-293.0,5200.0
2007053125982,2007-05-23 00:00:00,2007-05-02 00:00:00,MCO,Orlando International Airport,,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,30.0,Approved,30.0,Approve in Full,21.0,0.0
2006041704635,2006-04-07 00:00:00,2005-12-16 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Passenger Property Loss,Checked Baggage,Computer - Laptop,1402.05,Denied,0.0,Deny,112.0,1402.05
2005021676196,2005-01-24 00:00:00,2005-01-04 00:00:00,LAX,Los Angeles International Airport,,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,200.0,Denied,,Deny,20.0,
2005012874753,2005-01-11 00:00:00,2004-12-26 00:00:00,,,,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Insufficient; one of the following items required: sum certain; statement of fact; signature; location of incident; and date.,,Deny,16.0,
2012091796880,2012-08-03 00:00:00,2012-05-29 00:00:00,,,,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Personal Accessories,,,,,66.0,
2009020955348,2009-01-28 00:00:00,2008-12-31 00:00:00,PHL,Philadelphia International Airport,UAL,Passenger Property Loss,Checked Baggage,,17.14,Denied,0.0,Deny,28.0,17.14
2008073147780,2008-07-25 00:00:00,2008-07-21 00:00:00,MCO,Orlando International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checkpoint,Currency,50.0,Denied,0.0,Deny,4.0,50.0
2014051413943,2014-05-12 00:00:00,2014-05-10 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Air Canada,Passenger Property Loss,Checked Baggage,Clothing,89.98,Approve in Full,,,2.0,
2006061508034,2006-06-14 00:00:00,2006-02-11 00:00:00,BHM,Birmingham International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,MP3 Players-(iPods; etc),214.5,Denied,0.0,Deny,123.0,214.5
2006021501618,2006-02-09 00:00:00,2005-12-27 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3533.31,Denied,0.0,Deny,44.0,3533.31
2004061856326,2004-05-27 00:00:00,2004-03-11 00:00:00,MIA,Miami International Airport,,Property Damage,Checked Baggage,Computer - Laptop,600.0,Settled,200.0,Settle,77.0,400.0
2014043013627,2014-04-27 00:00:00,2014-02-25 00:00:00,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Home Decor,44.99,Approve in Full,,,61.0,
1119182M,2003-11-19 00:00:00,2003-11-09 00:00:00,SAN,San Diego International,UAL,Property Damage,Checked Baggage,Other,66.0,Approved,66.0,Approve in Full,10.0,0.0
2004061555843,2004-05-10 00:00:00,2004-03-21 00:00:00,SAN,San Diego International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,,Approved,231.0,Approve in Full,50.0,
2015072824287,2015-07-10 00:00:00,2015-06-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,0.0,Deny,,,11.0,
2009010954319,2009-01-05 00:00:00,2008-12-26 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,19.99,Approved,19.99,Approve in Full,10.0,0.0
2010050471480,2010-04-29 00:00:00,2010-04-23 07:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny,,,5.0,
2008010937647,2007-01-03 00:00:00,2007-11-29 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,3437.0,Denied,0.0,Deny,-330.0,3437.0
2010060372325,2010-05-25 00:00:00,2010-05-16 00:00:00,ISN,Sloulin Field International,Great Lakes Airline,Passenger Property Loss,Checked Baggage,Computer & Accessories,,,,,9.0,
2009123066987,2009-12-28 00:00:00,2009-11-24 12:30:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,,324.0,Settled,221.0,Settle,33.0,103.0
2005100393738,2005-09-26 00:00:00,2005-09-19 00:00:00,ILM,Wilmington International,,Passenger Property Loss,Checked Baggage,Other,200.0,Denied,0.0,Deny,7.0,200.0
2004070758641,2004-06-16 00:00:00,2004-05-31 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,23.47,Approved,23.47,Approve in Full,16.0,0.0
0326081L,2003-03-26 00:00:00,,,,,,Other,Other,,Canceled,,,,
2013021301387,2013-01-23 00:00:00,2012-11-21 00:00:00,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,,1691.78,Approve in Full,,,63.0,
2005102595179,2005-10-18 00:00:00,2005-10-02 00:00:00,TPA,Tampa International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3289.71,Settled,334.21,Settle,16.0,2955.5
2008022640149,2008-02-19 00:00:00,2008-02-13 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,200.0,Denied,0.0,Deny,6.0,200.0
2011031181121,2011-03-11 00:00:00,2011-03-11 00:00:00,LAX,Los Angeles International Airport ,Swiss Air  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny,,,0.0,
2006083111844,2006-08-25 00:00:00,2006-07-23 00:00:00,RDU,Raleigh-Durham International,USAir,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,23.0,Approved,23.0,Approve in Full,33.0,0.0
2005100493808,2005-09-23 00:00:00,2005-09-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,97.94,Approved,97.94,Approve in Full,7.0,0.0
2012032692067,2012-03-26 00:00:00,2012-01-11 06:00:00,GTR,Golden Triangle Regional,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,154.25,Approve in Full,,,74.0,
2007051725591,2007-05-14 00:00:00,2007-05-03 00:00:00,IAD,Washington Dulles International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Approved,100.0,Approve in Full,11.0,0.0
2014091916792,2014-08-26 00:00:00,2014-08-06 00:00:00,SEA,Seattle-Tacoma International,Lufthansa  ,Property Damage,Checked Baggage,Clothing,,,,,20.0,
2006060907680,2006-06-07 00:00:00,2006-05-26 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),276.0,Settled,96.37,Settle,12.0,179.63
0202028M,2004-02-02 00:00:00,2003-12-12 00:00:00,MKE,General Mitchell International Airport,Northwest Airlines,Property Damage,Checkpoint,Cameras - Digital,50.0,Settled,40.0,Settle,52.0,10.0
0715520M,2002-11-20 00:00:00,2002-10-16 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,350.0,Approved,300.0,Approve in Full,35.0,50.0
2013053003885,2013-04-23 00:00:00,2013-02-22 16:00:00,BOS,Boston (Logan) International Airport ,British Airways  ,Passenger Property Loss,Checked Baggage,Food & Drink; Other,0.0,Deny,,,59.0,
1006117M,2003-10-06 00:00:00,2003-09-21 00:00:00,FLL,Ft. Lauderdale-Hollywood International,,Property Damage,Checked Baggage,Other,99.74,Approved,99.74,Approve in Full,15.0,0.0
2015061923268,2015-06-10 00:00:00,2015-05-25 00:00:00,MCO,Orlando International Airport,UAL,Property Damage,Checkpoint,Personal Electronics,0.0,Deny,,,16.0,
2014041113158,2014-04-09 00:00:00,2014-03-30 00:00:00,MIA,Miami International Airport,Air Berlin,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny,,,10.0,
2013090606620,2013-08-01 00:00:00,2013-07-29 00:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny,,,3.0,
2008020739282,2008-01-29 00:00:00,2007-12-15 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),139.95,Denied,0.0,Deny,45.0,139.95
